Epoch,Batch Size,Learning Rate,Optimizer,Train Loss,Test Loss,Val Loss,Train Acc,Test Acc,Val Acc,Train Precision,Test Precision,Val Precision,Train Recall,Test Recall,Val Recall,Train F1 Score,Test F1 Score,Val F1 Score,Train ROC AUC,Test ROC AUC,Val ROC AUC,Train RMSE,Test RMSE,Val RMSE
2,8,0.01,LAMB,1.0768,1.0443,1.0078,0.3833,0.4,0.475,0.3846,0.5999,0.4001,0.3803,0.378,0.4387,0.3784,0.3148,0.3768,0.5941,0.6564,0.7071,1.0499,1.2247,1.084
